NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
SMAS BAITUL HIKMAH TAROGONG KALER,20209377,Langensari,Kec. Tarogong Kaler,Kab. Garut,44151,-7.1858,107.8892,SWASTA,A
SMAS BIDAYATUL FAIZIN CIKAJANG,69759073,Cipangramatan,Kec. Cikajang,Kab. Garut,44171,-7.4203,107.8068,SWASTA,B
SMAS CILEDUG AL-MUSADDADIYAH,20227437,Jayaraga,Kec. Tarogong Kidul,Kab. Garut,44151,-7.206,107.8956,SWASTA,A
SMAS DAARUTTIBYAN,69963074,Wangunjaya,Kec. Banjarwangi,Kab. Garut,44172,-7.4055,107.891,SWASTA,B
SMAS DARUSSALAM WANARAJA,20209374,Wanaraja,Kec. Wanaraja,Kab. Garut,44183,-7.2188,107.9971,SWASTA,A
SMAS ISLAM CIKUYA BUNGBULANG,20209191,Mekarjaya,Kec. Bungbulang,Kab. Garut,44165,-7.4593,107.5752,SWASTA,A
SMAS ISLAM NURUL IMAN,69760688,Purbayani,Kec. Caringin,Kab. Garut,44169,-7.4828,107.519,SWASTA,B
SMAS ISLAM PESANTREN GALMASI,20227439,Nanjungjaya,Kec. Kersamanah,Kab. Garut,44185,-7.0539,108.0197,SWASTA,B
SMAS ISLAM TERPADU AL KAFI CIGEDUG,69822687,Cigedug,Kec. Cigedug,Kab. Garut,44162,-7.3317,107.8216,SWASTA,B
SMAS ISLAM TERPADU SITUWANGI CIKAJANG,69822688,Giriawas,Kec. Cikajang,Kab. Garut,44171,-7.3719,107.821,SWASTA,A
SMAS ISLAMIC CENTRE PAKENJENG,69962327,Tanjungjaya,Kec. Pakenjeng,Kab. Garut,44164,-7.4598,107.6308,SWASTA,C
SMAS IT BAITURROHMAN,69856918,Sirnajaya,Kec. Tarogong Kaler,Kab. Garut,44151,-7.1991,107.859,SWASTA,C
SMAS MA ARIF KADUNGORA,20270792,Harumansari,Kec. Kadungora,Kab. Garut,44153,-7.0725,107.9279,SWASTA,B
SMAS MAARIF BANYURESMI,20253399,Sukakarya,Kec. Banyuresmi,Kab. Garut,44191,-7.1544,107.8925,SWASTA,B
SMAS MAARIF NURUL HIDAYAH CIKELET,20227446,Pamalayan,Kec. Cikelet,Kab. Garut,44177,-7.6272,107.7093,SWASTA,B
SMAS MAARIF PEUNDEUY,20227440,Saribakti,Kec. Peundeuy,Kab. Garut,44178,-7.5488,107.9062,SWASTA,A
SMAS MUHAMMADIYAH 1 GARUT,20227441,Regol,Kec. Garut Kota,Kab. Garut,44114,-7.217943,107.90978,SWASTA,A
SMAS MUHAMMADIYAH BANYURESMI,20227442,Banyuresmi,Kec. Banyuresmi,Kab. Garut,44191,-7.1978,107.903,SWASTA,A
SMAS MUHAMMADIYAH CIBIUK,20227443,Cibiuk Kaler,Kec. Cibiuk,Kab. Garut,44193,-7.0696,107.9629,SWASTA,A
SMAS MUHAMMADIYAH KADUNGORA,20227445,Karangtengah,Kec. Kadungora,Kab. Garut,44153,-7.0718,107.899,SWASTA,A
SMAS MUHAMMADIYAH PAKENJENG,69849359,Pasirlangu,Kec. Pakenjeng,Kab. Garut,44164,-7.4555,107.6406,SWASTA,B
SMAS MUHAMMADIYAH WANARAJA,20274173,Sindangmekar,Kec. Wanaraja,Kab. Garut,44183,-7.1872,108.0129,SWASTA,A
SMAS PASUNDAN GARUT,20227447,Kotakulon,Kec. Garut Kota,Kab. Garut,44112,-7.225208,107.905502,SWASTA,A
SMAS PELITA BANGSA,69774710,CARINGIN,Kec. Caringin,Kab. Garut,44168,-7.1393,108.053,SWASTA,B
SMAS PEMUDA GARUT,20272059,Sukanegla,Kec. Garut Kota,Kab. Garut,44113,-7.264018,107.944432,SWASTA,B
SMAS PERSIS PAKENJENG,20227448,Depok,Kec. Pakenjeng,Kab. Garut,44164,-7.4607,107.6646,SWASTA,B
SMAS PGRI CIBATU,20227450,Keresek,Kec. Cibatu,Kab. Garut,44185,-7.1008,107.9866,SWASTA,A
SMAS PGRI GARUT,20227451,Haurpanggung,Kec. Tarogong Kidul,Kab. Garut,44151,-7.2037,107.9063,SWASTA,A
SMAS PGRI KURNIA,20227449,Kersamanah,Kec. Kersamanah,Kab. Garut,44185,-7.0527,108.0352,SWASTA,A
SMAS PLUS AL FURQON CIBIUK,69856919,Cibiuk Kaler,Kec. Cibiuk,Kab. Garut,44193,-7.079724,107.955462,SWASTA,B
SMAS PLUS AL-MOENIR BAYONGBONG,69888695,Banjarsari,Kec. Bayongbong,Kab. Garut,44162,-7.2373,107.833,SWASTA,B
SMAS PLUS MARGAWATI GARUT KOTA,20275996,Margawati,Kec. Garut Kota,Kab. Garut,44113,-7.264018,107.944432,SWASTA,A
SMAS PLUS NURUL IMAN,69760679,Cipancar,Kec. Leles,Kab. Garut,44152,-7.1024,107.8809,SWASTA,B
SMAS PLUS PERSIS PAMEUNGPEUK,69755543,Jatimulya,Kec. Pameungpeuk,Kab. Garut,44175,-7.6115,107.7214,SWASTA,B
SMAS SETIA BHAKTI CILAWU,20227453,Ngamplang,Kec. Cilawu,Kab. Garut,44181,-7.2599,107.9044,SWASTA,B
SMAS TERPADU BAITUL AMANAH PASIRWANGI,69888696,Padamulya,Kec. Pasirwangi,Kab. Garut,44161,-7.207704,107.762853,SWASTA,C
SMAS YABAFA PAKENJENG,20269278,Neglasari,Kec. Pakenjeng,Kab. Garut,44164,-7.4889,107.671,SWASTA,B
SMAS YASHMIKA,69964499,Mekarsari,Kec. Cikajang,Kab. Garut,44171,-7.3362,107.7864,SWASTA,B
SMAS YASTIC KARANGTENGAH,20209187,Caringin,Kec. Karangtengah,Kab. Garut,44184,-7.0959,108.0235,SWASTA,A
SMAS YKBBB LELES,20227455,Haruman,Kec. Leles,Kab. Garut,44152,-7.117,107.8962,SWASTA,A
SMAS YPI PULOSARI LIMBANGAN,20209186,Cijolang,Kec. Blubur Limbangan,Kab. Garut,44186,-7.0402,107.9416,SWASTA,A
SMAS YPI SUKAWENING,20209184,Pasanggrahan,Kec. Sukawening,Kab. Garut,44184,-7.1609,108.0075,SWASTA,B
SMA NEGERI 1 CANTIGI,69962245,Panyingkiran Kidul,Kec. Cantigi,Kab. Indramayu,45251,-6.3508,108.277,NEGERI,A
SMA NEGERI 1 GABUSWETAN,69954820,Gabuskulon,Kec. Gabuswetan,Kab. Indramayu,45263,-6.4389,108.0756,NEGERI,B
SMA NEGERI 1 LELEA,69888854,Telagasari,Kec. Lelea,Kab. Indramayu,45261,-6.50428,108.222124,NEGERI,B
SMA NEGERI 1 SUKRA,69948448,Sukra,Kec. Sukra,Kab. Indramayu,45257,-6.2976,107.9354,NEGERI,C
SMAN 1 ANJATAN,20215984,Lempuyang,Kec. Anjatan,Kab. Indramayu,45256,-6.3738,107.9574,NEGERI,A
SMAN 1 BONGAS,69768187,Bongas,Kec. Bongas,Kab. Indramayu,45255,-6.3904,108.0098,NEGERI,A
SMAN 1 GANTAR,20252460,Gantar,Kec. Gantar,Kab. Indramayu,45264,-6.5098,107.9724,NEGERI,A
SMAN 1 HAURGEULIS,20215981,Sukajati,Kec. Haurgeulis,Kab. Indramayu,45264,-6.4655,107.9306,NEGERI,A
SMAN 1 INDRAMAYU,20215980,Pekandangan,Kec. Indramayu,Kab. Indramayu,45216,-6.3536,108.3235,NEGERI,A
SMAN 1 JATIBARANG,20215979,Bulak,Kec. Jatibarang,Kab. Indramayu,45273,-6.4635,108.3139,NEGERI,A
SMAN 1 JUNTINYUAT,20264424,Juntinyuat,Kec. Juntinyuat,Kab. Indramayu,45282,-6.4291,108.4372,NEGERI,A
SMAN 1 KANDANGHAUR,20215978,Wirapanjunan,Kec. Kandanghaur,Kab. Indramayu,45254,-6.3607,108.1131,NEGERI,A
SMAN 1 KEDOKANBUNDER,20264425,Cangkingan,Kec. Kedokan Bunder,Kab. Indramayu,45286,-6.4944,108.4004,NEGERI,A
SMAN 1 KRANGKENG,20215976,Krangkeng,Kec. Krangkeng,Kab. Indramayu,45284,-6.4964,108.4771,NEGERI,A
SMAN 1 KROYA,20215975,Temiyang,Kec. Kroya,Kab. Indramayu,45265,-6.4975,108.0447,NEGERI,A
SMAN 1 LOHBENER,20233752,Lohbener,Kec. Lohbener,Kab. Indramayu,45252,-6.3981,108.2836,NEGERI,A
SMAN 1 LOSARANG,20215974,Losarang,Kec. Losarang,Kab. Indramayu,45253,-6.3883,108.1454,NEGERI,A
SMAN 1 SINDANG,20215991,Sindang,Kec. Sindang,Kab. Indramayu,45222,-6.3299,108.32,NEGERI,A
SMAN 1 SLIYEG,20215992,Sleman Lor,Kec. Sliyeg,Kab. Indramayu,45281,-6.477,108.3231,NEGERI,A
SMAN 1 SUKAGUMIWANG,20215977,GEDANGAN,Kec. Sukagumiwang,Kab. Indramayu,45274,-6.5512,108.35,NEGERI,A
SMAN 1 TERISI,20215982,Karangasem,Kec. Terisi,Kab. Indramayu,45262,-6.4737,108.1731,NEGERI,A
SMAN 1 TUKDANA,20215983,Karangkerta,Kec. Tukdana,Kab. Indramayu,45276,-6.5524,108.2809,NEGERI,A
SMAN 2 INDRAMAYU,20215993,Lemahmekar,Kec. Indramayu,Kab. Indramayu,45212,-6.3342,108.3443,NEGERI,A
SMA NU KARANGANYAR,69880471,Karanganyar,Kec. Pasekan,Kab. Indramayu,45213,-6.3804,108.1569,SWASTA,B
SMAS AL ISHLAH BOARDING SCHOOL,20216194,Sudimampir,Kec. Balongan,Kab. Indramayu,45285,-6.4234,108.3668,SWASTA,A
SMAS ASSALAFIAH INDRAMAYU,20216195,Singajaya,Kec. Indramayu,Kab. Indramayu,45218,-6.3501,108.3557,SWASTA,A
SMAS BS MIFTAHUL ULUM TERISI,20246434,Rajasinga,Kec. Terisi,Kab. Indramayu,45262,-6.2941,108.9112,SWASTA,A
SMAS DARUL FIKRI BUGIS,20216211,Bugis,Kec. Anjatan,Kab. Indramayu,45256,-6.39,107.9194,SWASTA,B
SMAS DARUSSALAM KANDANGHAUR,20233753,Kertawinangun,Kec. Kandanghaur,Kab. Indramayu,45254,-6.3187,108.0651,SWASTA,A
SMAS ISLAM AT-TAQWA KANDANGHAUR,20216208,Bulak,Kec. Kandanghaur,Kab. Indramayu,45254,-6.3546,108.1066,SWASTA,B
SMAS LINGGAJATI ARAHAN,20233750,Linggajati,Kec. Arahan,Kab. Indramayu,45252,-6.3545,108.2715,SWASTA,B
SMAS MAARIF LOH BENER,20233751,Legok,Kec. Lohbener,Kab. Indramayu,45252,-6.4144,108.2928,SWASTA,A
SMAS MUHAMMADIYAH HAURGEULIS,20216207,Haurgeulis,Kec. Haurgeulis,Kab. Indramayu,45264,-6.4599,107.9441,SWASTA,B
SMAS MUHAMMADIYAH KARANGAMPEL,20216203,Karangampel,Kec. Karangampel,Kab. Indramayu,45283,-6.4641,108.4525,SWASTA,A
SMAS MUHAMMADIYAH SLIYEG,20246451,Sliyeglor,Kec. Sliyeg,Kab. Indramayu,45281,-6.4544,108.3545,SWASTA,B
SMAS NU DUKUHJATI,20252983,Dukuhjati,Kec. Krangkeng,Kab. Indramayu,45284,-6.506,108.4652,SWASTA,B
SMAS NU INDRAMAYU,20216202,Pekandangan,Kec. Indramayu,Kab. Indramayu,45216,-6.3559,108.3239,SWASTA,A
SMAS NU JUNTINYUAT,20216201,Segeran Kidul,Kec. Juntinyuat,Kab. Indramayu,45282,-6.4718,108.4022,SWASTA,A
SMAS NU KAPLONGAN,20216200,Karangampel,Kec. Karangampel,Kab. Indramayu,45283,-6.4764,108.4591,SWASTA,A
SMAS NU SUKRA,20216210,Sukra,Kec. Sukra,Kab. Indramayu,45257,-6.3057,107.9252,SWASTA,B
SMAS NU TENAJAR KIDUL,69757511,Tenajar Kidul,Kec. Kertasemaya,Kab. Indramayu,45274,-6.5165,108.3515,SWASTA,B
SMAS NU WIDASARI,20216198,Kongsijaya,Kec. Widasari,Kab. Indramayu,45271,-6.4702,108.2819,SWASTA,A
SMAS P MKGR KERTASEMAYA,20216197,Tenajar Lor,Kec. Kertasemaya,Kab. Indramayu,45274,-6.5008,108.361,SWASTA,B
SMAS PERJUANGAN DWI WARNA,20252154,Kliwed,Kec. Kertasemaya,Kab. Indramayu,45274,-6.516,108.3444,SWASTA,B
SMAS PGRI 1 SINDANG,20216196,Sindang,Kec. Sindang,Kab. Indramayu,45222,-6.3401,108.299,SWASTA,B
SMAS PGRI 2 SINDANG,20216175,Sindang,Kec. Sindang,Kab. Indramayu,45222,-6.3337,108.2888,SWASTA,A
SMAS PGRI GABUS WETAN,20215990,Gabuskulon,Kec. Gabuswetan,Kab. Indramayu,45263,-6.4446,108.0473,SWASTA,B
SMAS PGRI PATROL,20215988,Patrol,Kec. Patrol,Kab. Indramayu,45258,-6.3156,107.9947,SWASTA,B
SMAS PUI JATIBARANG,20215987,Jatibarang,Kec. Jatibarang,Kab. Indramayu,45273,-6.4819,108.3075,SWASTA,B
SMAS YAPIN KERTASEMAYA,20215985,Tulungagung,Kec. Kertasemaya,Kab. Indramayu,45274,-6.5391,108.3523,SWASTA,B
SMAS YSMP CANDRADIMUKA,20216212,Eretan Wetan,Kec. Kandanghaur,Kab. Indramayu,45254,-6.3289,108.0841,SWASTA,C
SMAN 1 BANYUSARI,69964626,Gempol,Kec. Banyusari,Kab. Karawang,41374,-6.3033,107.5599,NEGERI,A
SMAN 1 BATUJAYA,20237370,Kutaampel,Kec. Batujaya,Kab. Karawang,41354,-6.1065,107.2516,NEGERI,A
SMAN 1 CIAMPEL,20237453,Kutapohaci,Kec. Ciampel,Kab. Karawang,41361,-6.3908,107.3624,NEGERI,A
SMAN 1 CIBUAYA,69904549,Kedungjaya,Kec. Cibuaya,Kab. Karawang,41356,-6.0342,107.3395,NEGERI,B
SMAN 1 CIKAMPEK,20237371,Jomin Barat,Kec. Kotabaru,Kab. Karawang,41374,-6.421,107.4731,NEGERI,A
SMAN 1 CILAMAYA,20217784,Sukatani,Kec. Cilamaya Wetan,Kab. Karawang,41384,-6.2289,107.5545,NEGERI,A
SMAN 1 JATISARI,20217785,Jatisari,Kec. Jatisari,Kab. Karawang,41374,-6.3666,107.5292,NEGERI,A
SMAN 1 KARAWANG,20217786,Nagasari,Kec. Karawang Barat,Kab. Karawang,41312,-6.3003,107.302,NEGERI,A
SMAN 1 KLARI,20217787,Duren,Kec. Klari,Kab. Karawang,41371,-6.3602,107.3782,NEGERI,A
SMAN 1 LEMAHABANG,20237376,Kedawung,Kec. Lemahabang,Kab. Karawang,41383,-6.295833,107.436555,NEGERI,A
SMAN 1 MAJALAYA,69915810,Bengle,Kec. Majalaya,Kab. Karawang,41355,-6.3282,107.3515,NEGERI,B
SMAN 1 PANGKALAN,20237377,Cintaasih,Kec. Pangkalan,Kab. Karawang,41362,-6.4955,107.2184,NEGERI,A
SMAN 1 PEDES,20217788,Kertaraharja,Kec. Pedes,Kab. Karawang,41353,-6.1083,107.3639,NEGERI,A
SMAN 1 RAWAMERTA,69734347,Panyingkiran,Kec. Rawamerta,Kab. Karawang,41382,-6.2183,107.3467,NEGERI,B
SMAN 1 RENGASDENGKLOK,20237379,Kutakarya,Kec. Kutawaluya,Kab. Karawang,41358,-6.2438,107.3185,NEGERI,A
SMAN 1 TEGALWARU,69915817,Cintalanggeng,Kec. Tegalwaru,Kab. Karawang,41362,-6.5069,107.2254,NEGERI,B
SMAN 1 TELAGASARI,20217781,Talagamulya,Kec. Telagasari,Kab. Karawang,41381,-6.2893,107.3934,NEGERI,A
SMAN 1 TELUKJAMBE,20217780,Sirnabaya,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3241,107.3054,NEGERI,A
SMAN 1 TELUKJAMBE BARAT,69734348,Wanasari,Kec. Teluk Jambe Barat,Kab. Karawang,41361,-6.3617,107.2336,NEGERI,B
SMAN 1 TEMPURAN,20217762,Pagadungan,Kec. Tempuran,Kab. Karawang,41385,-6.1888,107.4532,NEGERI,A
SMAN 1 TIRTAJAYA,69964922,Sumurlaban,Kec. Tirtajaya,Kab. Karawang,41357,-6.098809,107.253053,NEGERI,A
SMAN 2 CIKAMPEK,20247316,Dawuan Tengah,Kec. Cikampek,Kab. Karawang,41373,-6.4015,107.4317,NEGERI,A
SMAN 2 KARAWANG,20217763,Palumbonsari,Kec. Karawang Timur,Kab. Karawang,41351,-6.2923,107.3298,NEGERI,A
SMAN 2 KLARI,69915809,Duren,Kec. Klari,Kab. Karawang,41371,-6.361677,107.374067,NEGERI,B
SMAN 2 TELUKJAMBE TIMUR,69915815,Sukaluyu,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3342,107.282,NEGERI,B
SMAN 3 CIKAMPEK,69915812,Dawuan Timur,Kec. Cikampek,Kab. Karawang,41373,-6.3822,107.4502,NEGERI,A
SMAN 3 KARAWANG,20217764,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,41315,-6.2961,107.2981,NEGERI,A
SMAN 4 KARAWANG,20217765,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,41315,-6.3002,107.3006,NEGERI,A
SMAN 5 KARAWANG,20237386,Karawang Wetan,Kec. Karawang Timur,Kab. Karawang,41314,-6.3039,107.3067,NEGERI,A
SMAN 6 KARAWANG,69904548,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,41315,-6.2919,107.2983,NEGERI,B
SMA AL QURAN NURHASANAT,69958816,Jatiragas,Kec. Jatisari,Kab. Karawang,41374,-6.3605,107.5403,SWASTA,B
SMA ISLAM AL AZHAR 17 GALUH MAS KARAWANG,69989078,Puseurjaya,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3335925,107.2965692,SWASTA,A
SMA Islam Teladan Al Irsyad Al Islamiyyah,70025263,Karawang Kulon,Kec. Karawang Barat,Kab. Karawang,41311,-6.3042,107.2897,SWASTA,A
SMA ISLAM TERPADU HARAPAN UMAT KARAWANG,69947172,Sukaharja,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3149,107.2921,SWASTA,A
SMA Islam Terpadu Kharisma Darussalam,70024784,Jomin Timur,Kec. Kotabaru,Kab. Karawang,41374,-6.4195,107.4832,SWASTA,B
SMA ISLAM TERPADU MENTARI ILMU KARAWANG,69947206,Wadas,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3236,107.2752,SWASTA,A
SMA RAUDHATUL IRFAN,70036745,Kutawargi,Kec. Rawamerta,Kab. Karawang,-,-6.259,107.3657,SWASTA,Belum/Tidak Terakreditasi
SMA TUNAS DHARMA,69957259,Tanjungpura,Kec. Karawang Barat,Kab. Karawang,41316,-6.297033,107.289054,SWASTA,A
SMAS AL KHOLIDIYAH,20237361,Margamulya,Kec. Teluk Jambe Barat,Kab. Karawang,41362,-6.355,107.257,SWASTA,B
SMAS ANWARUL HIDAYAH,20246722,Tanahbaru,Kec. Pakisjaya,Kab. Karawang,41355,-6.0433,107.1262,SWASTA,A
SMAS AT TAUBAH,69734349,Tirtasari,Kec. Tirtamulya,Kab. Karawang,41372,-6.34,107.4368,SWASTA,B
SMAS BHINNEKA KARAWANG,20237362,Karawang Kulon,Kec. Karawang Barat,Kab. Karawang,41311,-6.3046,107.2926,SWASTA,A
SMAS BUDI MULIA,20237363,Wadas,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3371322,107.2772154,SWASTA,A
SMAS ISLAM NURUSSALAM,20237387,Medangasem,Kec. Jayakerta,Kab. Karawang,41352,-6.1088,107.2721,SWASTA,A
SMAS KORPRI KARAWANG,20237366,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,41315,-6.297,107.301,SWASTA,A
SMAS KOSGORO KARAWANG,20265273,Karangpawitan,Kec. Karawang Barat,Kab. Karawang,41315,-6.2956,107.2975,SWASTA,B
SMAS MATHLA UL ANWAR,20265274,Telukambulu,Kec. Batujaya,Kab. Karawang,41354,-6.076,107.1897,SWASTA,A
SMAS MUHAMMADIYAH KARAWANG,20237369,Adiarsa Timur,Kec. Karawang Timur,Kab. Karawang,41311,-6.3102,107.2917,SWASTA,B
SMAS PAMOR,20253340,Cikampek Selatan,Kec. Cikampek,Kab. Karawang,41373,-6.4054,107.4521,SWASTA,A
SMAS PGRI CIKAMPEK,20237389,Jomin Barat,Kec. Kotabaru,Kab. Karawang,41373,-6.4158,107.477,SWASTA,A
SMAS SLAMET RIYADI,20252842,Purwadana,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.294,107.2693,SWASTA,A
SMAS YOS SUDARSO,20265284,Nagasari,Kec. Karawang Barat,Kab. Karawang,41312,-6.3089,107.2939,SWASTA,A
SMA NEGERI 1 CIAWIGEBANG,20212939,Ciawigebang,Kec. Ciawigebang,Kab. Kuningan,45591,-6.974,108.5894,NEGERI,A
SMA NEGERI 1 CIBINGBIN,20212954,Sukamaju,Kec. Cibingbin,Kab. Kuningan,45587,-7.0558,108.7502,NEGERI,A
SMA NEGERI 1 CIDAHU,20212953,Cidahu,Kec. Cidahu,Kab. Kuningan,45595,-6.981,108.6458,NEGERI,A
SMA NEGERI 1 CIGUGUR,20212938,Cigadung,Kec. Cigugur,Kab. Kuningan,45552,-6.9826,108.4627,NEGERI,A
SMA NEGERI 1 CILIMUS,20212937,Cilimus,Kec. Cilimus,Kab. Kuningan,45556,-6.8748,108.4984,NEGERI,A
SMA NEGERI 1 CINIRU,20212949,Ciniru,Kec. Ciniru,Kab. Kuningan,45565,-7.0451,108.4987,NEGERI,A
SMA NEGERI 1 CIWARU,20212950,Lingga Jaya,Kec. Ciwaru,Kab. Kuningan,45583,-7.0862,108.6412,NEGERI,A
SMA NEGERI 1 DARMA,20253827,Cipasung,Kec. Darma,Kab. Kuningan,45562,-7.018,108.3928,NEGERI,A
SMA NEGERI 1 GARAWANGI,20212951,Karamatwangi,Kec. Garawangi,Kab. Kuningan,45571,-6.9998,108.5421,NEGERI,A
SMA NEGERI 1 JALAKSANA,20212963,Padamenak,Kec. Jalaksana,Kab. Kuningan,45554,-6.9174,108.491,NEGERI,A
SMA NEGERI 1 KADUGEDE,20212962,Kadugede,Kec. Kadugede,Kab. Kuningan,45561,-7.0049,108.4506,NEGERI,A
SMA NEGERI 1 KUNINGAN,20212961,Kuningan,Kec. Kuningan,Kab. Kuningan,45511,-6.9778,108.4823,NEGERI,A
SMA NEGERI 1 LEBAKWANGI,20212960,Cinagara,Kec. Lebakwangi,Kab. Kuningan,45574,-7.0276,108.5858,NEGERI,A
SMA NEGERI 1 LURAGUNG,20212959,CIRAHAYU,Kec. Luragung,Kab. Kuningan,45581,-7.0141,108.6204,NEGERI,A
SMA NEGERI 1 MANDIRANCAN,20212958,Mandirancan,Kec. Mandirancan,Kab. Kuningan,45558,-6.8162,108.473,NEGERI,A
SMA NEGERI 1 PASAWAHAN,20246367,Pasawahan,Kec. Pasawahan,Kab. Kuningan,45559,-6.8099,108.434,NEGERI,A
SMA NEGERI 1 SUBANG,20212957,Subang,Kec. Subang,Kab. Kuningan,45586,-7.1294,108.5253,NEGERI,A
SMA NEGERI 2 KUNINGAN,20212956,Kuningan,Kec. Kuningan,Kab. Kuningan,45511,-6.9793,108.4853,NEGERI,A
SMA NEGERI 3 KUNINGAN,20212955,Kuningan,Kec. Kuningan,Kab. Kuningan,45511,-6.9767,108.4839,NEGERI,A
SMA AINURRAFIQ,20212946,Panawuan,Kec. Cigandamekar,Kab. Kuningan,45556,-6.8807,108.4986,SWASTA,A
SMA BINAUL UMMAH,20270923,Cipari,Kec. Cigugur,Kab. Kuningan,45552,-6.9638,108.4674,SWASTA,A
SMA ISLAM TERPADU AL-MULTAZAM 2 LINGGAJATI,69992708,Linggajati,Kec. Cilimus,Kab. Kuningan,45549,-6.8959697,108.4574269,SWASTA,A
SMA ISLAM TERPADU AN-NUR DUKUHDALEM,69944155,Dukuhdalem,Kec. Ciawigebang,Kab. Kuningan,45591,-6.9729723,108.5872299,SWASTA,A
SMA IT Al-Kautsar,70027600,Bayuning,Kec. Kadugede,Kab. Kuningan,45561,-6.9939917,108.4420102,SWASTA,B
SMA IT AL-MULTAZAM,20252882,Maniskidul,Kec. Jalaksana,Kab. Kuningan,45554,-6.9102,108.4835,SWASTA,A
SMA PUI CIWEDUS TIMBANG,20212940,Timbang,Kec. Cigandamekar,Kab. Kuningan,45556,-6.8786,108.5151,SWASTA,A
SMAS ITUS JALAKSANA,20247295,Peusing,Kec. Jalaksana,Kab. Kuningan,45554,-6.9018,108.4743,SWASTA,A
SMAS MANBAUL ULUM,20212943,Silebu,Kec. Pancalang,Kab. Kuningan,45557,-6.8693,108.5323,SWASTA,A
SMAN 1 BANTARUJEG,20213887,Bantarujeg,Kec. Bantarujeg,Kab. Majalengka,45464,-6.9743,108.2383,NEGERI,A
SMAN 1 CIKIJING,20213873,Sukasari,Kec. Cikijing,Kab. Majalengka,45466,-7.0284,108.3436,NEGERI,A
SMAN 1 JATITUJUH,20213884,Jatitujuh,Kec. Jatitujuh,Kab. Majalengka,45458,-6.6577,108.2266,NEGERI,A
SMAN 1 JATIWANGI,20213885,Loji,Kec. Jatiwangi,Kab. Majalengka,45454,-6.7265,108.2743,NEGERI,A
SMAN 1 KADIPATEN,20213897,Liangjulang,Kec. Kadipaten,Kab. Majalengka,45452,-6.7724,108.1735,NEGERI,A
SMAN 1 KASOKANDEL,20213883,Kasokandel,Kec. Kasokandel,Kab. Majalengka,45453,-6.7556,108.2065,NEGERI,A
SMAN 1 LEUWIMUNDING,20213896,Leuwimunding,Kec. Leuwimunding,Kab. Majalengka,45473,-6.7332,108.3479,NEGERI,A
SMAN 1 LIGUNG,20213895,Ligung,Kec. Ligung,Kab. Majalengka,45456,-6.6521,108.2793,NEGERI,A
SMAN 1 MAJA,20213894,Maja Selatan,Kec. Maja,Kab. Majalengka,45461,-6.8899,108.3039,NEGERI,A
SMAN 1 MAJALENGKA,20213893,Majalengka Kulon,Kec. Majalengka,Kab. Majalengka,45418,-6.83372,108.2179217,NEGERI,A
SMAN 1 RAJAGALUH,20213886,Rajagaluh Lor,Kec. Rajagaluh,Kab. Majalengka,45472,-6.7767,108.3419,NEGERI,A
SMAN 1 SINDANGWANGI,20258140,Jerukleueut,Kec. Sindangwangi,Kab. Majalengka,45474,-6.7778,108.3828,NEGERI,A
SMAN 1 SUKAHAJI,20213892,Cikalong,Kec. Sukahaji,Kab. Majalengka,45471,-6.8187,108.2827,NEGERI,A
SMAN 1 SUMBERJAYA,20247182,Rancaputat,Kec. Sumberjaya,Kab. Majalengka,45455,-6.703,108.3499,NEGERI,A
SMAN 1 TALAGA,20213891,Ganeas,Kec. Talaga,Kab. Majalengka,45463,-6.9851,108.3186,NEGERI,A
SMAN 2 MAJALENGKA,20213889,Majalengka Kulon,Kec. Majalengka,Kab. Majalengka,45418,-6.8358,108.2289833,NEGERI,A
SMA IT AL-MANSHUR,70040089,Malausma,Kec. Malausma,Kab. Majalengka,45469,-7.0295,108.2428,SWASTA,Belum/Tidak Terakreditasi
SMA IT AR - RAHMAN,70035731,Gandasari,Kec. Kasokandel,Kab. Majalengka,45451,-6.7581,108.1996,SWASTA,A
SMA IT NURUL BAROKAH,69892332,Kancana,Kec. Cikijing,Kab. Majalengka,45466,-6.9831,108.3657,SWASTA,B
SMA NURUL FAJRI,69900793,Weragati,Kec. Palasah,Kab. Majalengka,45475,-6.7665,108.296,SWASTA,B
SMA PLUS AT-TADZKIR,70041317,Pasanggrahan,Kec. Maja,Kab. Majalengka,45461,0.0039,0.0003,SWASTA,Belum/Tidak Terakreditasi
SMA PRAKARYA SINDANG,20213874,Pasirayu,Kec. Sindang,Kab. Majalengka,45471,-6.8498,108.3024,SWASTA,A
SMAS AL MIZAN JATIWANGI,20247179,Ciborelang,Kec. Jatiwangi,Kab. Majalengka,45454,-6.726,108.2733,SWASTA,A
